establecimiento_nombre,localidad_id,localidad_nombre,provincia_id,provincia_nombre,departamento_id,departamento_nombre,codloc,tipologia_id,tipologia_sigla,cp,domicilio,sitio_web,longitud,latitud
BOTIQUIN SAN EXPEDITO,46063020000,CHAÑAR,46,LA RIOJA,63,GENERAL BELGRANO,20,70,FARMACIA,5276,CALLE 25 MAYO S/N,,,
FARMALE,18063030000,NUESTRA SEÑORA DEL ROSARIO DE CAA CATI,18,CORRIENTES,63,GENERAL PAZ,30,70,FARMACIA,3407,MONSEÑOR  BLANCO VEGA Nº 651,,,
IEZZI,14063020000,ARIAS,14,CÓRDOBA,63,MARCOS JUÁREZ,20,70,FARMACIA,2624,AVENIDA ESPANA 881 - ARIAS - CORDOBA,,-62.40461449,-33.6397416
"ZONA SANA, S.C.S.",6515010004,INGENIERO PABLO NOGUES,6,BUENOS AIRES,515,MALVINAS ARGENTINAS,10,70,FARMACIA,1613,EJERCITO DE LOS ANDES N 2690,,,
MAGNA,14014010000,CORDOBA,14,CÓRDOBA,14,CAPITAL,10,70,FARMACIA,5000,F.L.BELTRAN 2657 - CORDOBA - CORDOBA,,,
ANGELY,10035130000,PUERTA DE CORRAL QUEMADO,10,CATAMARCA,35,BELÉN,130,70,FARMACIA,4751,RUTA PROV. 43 - BARRIO SANTA ROSA,,,
MONETTI,14161060000,HERNANDO,14,CÓRDOBA,161,TERCERO ARRIBA,60,70,FARMACIA,5929,italia 290 - HERNANDO - CORDOBA,,-63.73185493,-32.42723424
GOMEZ DE GALARZE,14098250000,SAN BASILIO,14,CÓRDOBA,98,RÍO CUARTO,250,70,FARMACIA,5841,bernardino rivadavia 276 - SAN BASILIO - CORDOBA,,-64.18126887,-31.41334617
QUILINO,14049100000,QUILINO,14,CÓRDOBA,49,ISCHILÍN,100,70,FARMACIA,5214,LEONARDO N ALEM 165 - QUILINO - CORDOBA,,,
SANTIAGO REARTES,14014010000,CORDOBA,14,CÓRDOBA,14,CAPITAL,10,70,FARMACIA,5000,REMEDIOS DE ESCALADA 189 - YAPEYU - CORDOBA,,-64.15243582,-31.41440461
BOTIQUIN CRUZ DEL NORTE,58035130000,VISTA ALEGRE NORTE,58,NEUQUÉN,35,CONFLUENCIA,130,70,FARMACIA,1884,ENRIQUE P. HARDCASTLE N° 641/649,,,
DAVILA,14133190000,VILLA DE LAS ROSAS,14,CÓRDOBA,133,SAN JAVIER,190,70,FARMACIA,5885,BELGRANO 253 - VILLA LAS ROSAS - CORDOBA,,-65.05337319,-31.94893997
PESL,14014010000,CORDOBA,14,CÓRDOBA,14,CAPITAL,10,70,FARMACIA,5000,AVDA. DE LOS PLATANOS 906 - CORDOBA - CORDOBA,,-64.22934058,-31.41622078
REARTES SALAZAR,14014010000,CORDOBA,14,CÓRDOBA,14,CAPITAL,10,70,FARMACIA,5000,AV MARIANO FRAGUEIRO 5046 - CORDOBA - CORDOBA,,-64.18380413,-31.35779946
MODERNA VIII,14042170000,VILLA MARIA,14,CÓRDOBA,42,GENERAL SAN MARTÍN,170,70,FARMACIA,5900,9 DE JULIO 155 - VILLA MARIA - CORDOBA,,,
"BARRIENTOS Y LA BASTILLA, S.C.S.",6427010003,GONZALEZ CATAN,6,BUENOS AIRES,427,LA MATANZA,10,70,FARMACIA,1759,BARRIENTOS N 3194,,,
"BAUTHIBEN, S.C.S.",6427010008,RAFAEL CASTILLO,6,BUENOS AIRES,427,LA MATANZA,10,70,FARMACIA,1755,LEONARDO DA VINCI N 2679,,,
LASSIG,6749010001,SAN FERNANDO,6,BUENOS AIRES,749,SAN FERNANDO,10,70,FARMACIA,1646,AV.JUAN DOMINGO PERON 406,,,
LIBERPHARMA,14014010000,CORDOBA,14,CÓRDOBA,14,CAPITAL,10,70,FARMACIA,5000,PASAJE CARLOS CARRERAS 342 - CORDOBA - CORDOBA,,-64.20656472,-31.38967336
DROPS,2011010001,VILLA DEL PARQUE,2,CABA,11,COMUNA 11,10,70,FARMACIA,C1417FNG,Nogoyá 3141,,-58.4926585,-34.60303976
PEREZ ALVAREZ II,14182060000,BELL VILLE,14,CÓRDOBA,182,UNIÓN,60,70,FARMACIA,2550,CORDOBA 479 - BELL VILLE - CORDOBA,,,
FERRERO (LAS VARILLAS),14140270000,LAS VARILLAS,14,CÓRDOBA,140,SAN JUSTO,270,70,FARMACIA,5940,LEOPOLDO LUGONES 476 - LAS VARILLAS - CORDOBA,,-62.72834167,-31.87217832
MACELLARI,14182130000,IDIAZABAL,14,CÓRDOBA,182,UNIÓN,130,70,FARMACIA,2557,SAN MARTIN 301 - IDIAZABAL - CORDOBA,,,
CORRIENTES,38021060000,SAN SALVADOR DE JUJUY,38,JUJUY,21,DR. MANUEL BELGRANO,60,70,FARMACIA,4600,Av. Corrientes 2833,,-65.27429,-24.21445
FARMACIA DEL SENADO,2003010001,BALVANERA,2,CABA,3,COMUNA 3,10,70,FARMACIA,C1079AAA,Combate de Los Pozos 77,,-58.39350352,-34.609899
ANDRES DE AGUIRRE,14042040000,CHAZON,14,CÓRDOBA,42,GENERAL SAN MARTÍN,40,70,FARMACIA,2675,CALLE 14 385 - CHAZON - CORDOBA,,-63.27577538,-33.07815718
PANERO DE BOSETTI I,14140030000,ARROYITO,14,CÓRDOBA,140,SAN JUSTO,30,70,FARMACIA,2434,Mariano Moreno 1960 - ARROYITO - CORDOBA,,-63.06211938,-31.4203275
NAMUNCURA JBJ,90084010000,SAN MIGUEL DE TUCUMAN,90,TUCUMÁN,84,CAPITAL,10,70,FARMACIA,4000,AV. JUAN B. JUSTO 1809,,,
FARMALIFE XX,18021020000,CORRIENTES,18,CORRIENTES,21,CAPITAL,20,70,FARMACIA,3400,AVENIDA 3 DE ABRIL 1047,,,
MIGUEL AGUIRRE,14161150000,RIO TERCERO,14,CÓRDOBA,161,TERCERO ARRIBA,150,70,FARMACIA,5850,GUILLERMO MARCONI 1015 - RIO TERCERO - CORDOBA,,-64.12266871,-32.17512824
BONETTO (SAIRA-MARCOS JUAREZ),14063210000,SAIRA,14,CÓRDOBA,63,MARCOS JUÁREZ,210,70,FARMACIA,2525,RIVADAVIA 178 - SAIRA - CORDOBA,,-63.04109976,-33.12516582
DEL PUEBLO (RIO SEGUNDO),14119190000,RIO SEGUNDO,14,CÓRDOBA,119,RÍO SEGUNDO,190,70,FARMACIA,5960,AVENIDA ALEM 1120 - RIO SEGUNDO - CORDOBA,,-63.91004026,-31.65024834
VIVIANA ROMERO III,14119200000,SANTIAGO TEMPLE,14,CÓRDOBA,119,RÍO SEGUNDO,200,70,FARMACIA,5125,ING. GUILLERMO CID 498 - SANTIAGO TEMPLE - CORDOBA,,,
FARMACIA FARMAVITAL,2014010001,PALERMO,2,CABA,14,COMUNA 14,10,70,FARMACIA,C1426DMO,"Teodoro García N° 2377, PB y 1° Piso (U.F. N° 2)",,-58.4454096,-34.56888529
URUGUAY,18021020000,CORRIENTES,18,CORRIENTES,21,CAPITAL,20,70,FARMACIA,3400,URUGUAY 802,,,
ATENAS,14014010000,CORDOBA,14,CÓRDOBA,14,CAPITAL,10,70,FARMACIA,5000,CASEROS 940 - CORDOBA - CORDOBA,,-64.19743675,-31.41448906
LOS JAZMINES,30098040000,CONCEPCION DEL URUGUAY,30,ENTRE RÍOS,98,URUGUAY,40,70,FARMACIA,3260,Posadas 1350,,-58.24386775,-32.48362104
VAUDAGNA,14182290000,WENCESLAO ESCALANTE,14,CÓRDOBA,182,UNIÓN,290,70,FARMACIA,2655,ITALIA 801 - WENCESLAO ESCALANTE - CORDOBA,,-62.76834846,-33.17250118
POLESEL,14112110000,SEBASTIAN ELCANO,14,CÓRDOBA,112,RÍO SECO,110,70,FARMACIA,5231,AV. SAN MARTIN 895 - S.EL CANO - CORDOBA,,-63.72268751,-29.90449285
MIRIAM TOROSIAN,14014010000,CORDOBA,14,CÓRDOBA,14,CAPITAL,10,70,FARMACIA,5000,RIO NEGRO 3443 - CORDOBA - CORDOBA,,-64.21546497,-31.44681772
"NUEVA CORVEN, S.C.S.",6539010004,PONTEVEDRA,6,BUENOS AIRES,539,MERLO,10,70,FARMACIA,1761,MARCELO T. DE ALVEAR N 654,,,
TIRANTI,14098230000,RIO CUARTO,14,CÓRDOBA,98,RÍO CUARTO,230,70,FARMACIA,5800,9 DE JULIO 329 - RIO CUARTO - CORDOBA,,,
PERAZZOLO CICHY,14021240000,SALDAN,14,CÓRDOBA,21,COLÓN,240,70,FARMACIA,5149,JOHN KENNEDY 259 - SALDAN - CORDOBA,,-64.30832979,-31.31645904
DE LA CONCEPCION,14098250000,SAN BASILIO,14,CÓRDOBA,98,RÍO CUARTO,250,70,FARMACIA,5841,pellegrini 252 - SAN BASILIO - CORDOBA,,,
MARTIN TSCHOPP,14014010000,CORDOBA,14,CÓRDOBA,14,CAPITAL,10,70,FARMACIA,5000,Juan B Justo 2720 - CORDOBA - CORDOBA,,-64.17582997,-31.39355979
FARMACIA ROMERO,58091040000,RINCON DE LOS SAUCES,58,NEUQUÉN,91,PEHUENCHES,40,70,FARMACIA,8353,SAN MARTIN 1004,,-68.9202404,-37.38799258
ARAYA CICCARELLI,14014010000,CORDOBA,14,CÓRDOBA,14,CAPITAL,10,70,FARMACIA,5000,AV. LOS CHAÑARES 165 - CORDOBA - CORDOBA,,,
FARMA SERV,2010010004,VERSALLES,2,CABA,10,COMUNA 10,10,70,FARMACIA,C1408AKK,"Justo, Juan B. Av. 9301 L 3 y 4",,-58.52173178,-34.63094443
TIROLESA,14021060000,COLONIA TIROLESA,14,CÓRDOBA,21,COLÓN,60,70,FARMACIA,5101,Francisco Conci s/n - COLONIA TIROLESA - CORDOBA,,-64.07490625,-31.23658481
NERVO,14014010000,CORDOBA,14,CÓRDOBA,14,CAPITAL,10,70,FARMACIA,5000,LA PAMPA 1871 - CORDOBA - CORDOBA,,-64.20960067,-31.43323566
"FARMACIA KALAUEN, S.C.S.",6427010005,ISIDRO CASANOVA,6,BUENOS AIRES,427,LA MATANZA,10,70,FARMACIA,1765,JUAN MANUEL DE ROSAS 7398,,,
"FARMACIA L.A.I. PRIMERA JUNTA, S.C.S.",6760010004,SAN MIGUEL,6,BUENOS AIRES,760,SAN MIGUEL,10,70,FARMACIA,1663,MUÑOZ 2711,,,
FARMACIA DEL BOULEVARD,30105060000,VICTORIA,30,ENTRE RÍOS,105,VICTORIA,60,70,FARMACIA,3153,Bv. Eva Perón esq. Urquiza,,-60.16313552,-32.61066724
PALAZZINI II,14014010000,CORDOBA,14,CÓRDOBA,14,CAPITAL,10,70,FARMACIA,5000,AV.FUERZA AEREA 2736 - CORDOBA - CORDOBA,,,
PIERMATTEI,14063160000,LEONES,14,CÓRDOBA,63,MARCOS JUÁREZ,160,70,FARMACIA,2594,ALTE.BROWN 798 - LEONES - CORDOBA,,,
VIVIANA GONZALEZ,14014010000,CORDOBA,14,CÓRDOBA,14,CAPITAL,10,70,FARMACIA,5000,DIAGONAL ICA 1796 - CORDOBA - CORDOBA,,,
SELMAN,14147080000,DESPEÑADEROS,14,CÓRDOBA,147,SANTA MARÍA,80,70,FARMACIA,5121,VELEZ SARFIELD 782 - DESPENADEROS - CORDOBA,,-64.28419495,-31.81859222
DE LA RUTA,14014010000,CORDOBA,14,CÓRDOBA,14,CAPITAL,10,70,FARMACIA,5000,AV. ARMADA ARGENTINA 2134 - CORDOBA - CORDOBA,,-64.23262851,-31.47361186
PELAEZ,14091250000,VILLA CARLOS PAZ,14,CÓRDOBA,91,PUNILLA,250,70,FARMACIA,5152,San Martin 501 - VILLA CARLOS PAZ - CORDOBA,,-64.49432005,-31.41890843
LANFRANCO,14014010000,CORDOBA,14,CÓRDOBA,14,CAPITAL,10,70,FARMACIA,5000,Garcia Sequeira 5719 - FERREYRA - CORDOBA,,,
GREGORIO,14140420000,VILLA CONCEPCION DEL TIO,14,CÓRDOBA,140,SAN JUSTO,420,70,FARMACIA,2433,9 DE JULIO 475 - VILLA CONCEPCION DEL TIO - CORDOBA,,,
PIPET,14063090000,CORRAL DE BUSTOS,14,CÓRDOBA,63,MARCOS JUÁREZ,90,70,FARMACIA,2645,AVDA. ITALIA 401 - CORRAL DE BUSTOS - CORDOBA,,,
"L.A.I. LA PAZ, S.C.S.",6412010002,JOSE C. PAZ,6,BUENOS AIRES,412,JOSÉ C. PAZ,10,70,FARMACIA,3044,ORIBE ESQ. ATAHUALPA N3441,,,
GABAGLIO,14063120000,GENERAL ROCA,14,CÓRDOBA,63,MARCOS JUÁREZ,120,70,FARMACIA,2592,Sarmiento 148,,-63.94592325,-34.51896173
FARMACITY 94 - SARMIENTO,2001010005,SAN NICOLAS,2,CABA,1,COMUNA 1,10,70,FARMACIA,C1017AAE,Sarmiento 1490,,-58.387726,-34.605493
FARMACIA BERTOA,6427010003,GONZALEZ CATAN,6,BUENOS AIRES,427,LA MATANZA,10,70,FARMACIA,1759,SENGUEL 6993,,,
FARMACIA PHARMACY PIEDRA DEL AGUILA,58028010000,PIEDRA DEL AGUILA,58,NEUQUÉN,28,COLLÓN CURÁ,10,70,FARMACIA,8424,CERRITOS 743,,,
FARMAVITAL BARRACAS,2004010001,BARRACAS,2,CABA,4,COMUNA 4,10,70,FARMACIA,1287,Av. Montes de Oca 839,,-58.37495773,-34.63748472
FARMACIA VISTA KAU,58014010000,AÑELO,58,NEUQUÉN,14,AÑELO,10,70,FARMACIA,8305,CALLE 1 y 18 LOTE 10 MZA 39,,,
POTOSI,14014010000,CORDOBA,14,CÓRDOBA,14,CAPITAL,10,70,FARMACIA,5000,JACINTO RIOS 1401 - CORDOBA - CORDOBA,,-64.17084161,-31.40125489
NUEVA SOPER,2005010002,BOEDO,2,CABA,5,COMUNA 5,10,70,FARMACIA,C1218AAD,Av. Boedo 783,,-58.41618358,-34.62194272
"MARIELFARM, S.C.S.",6427010003,GONZALEZ CATAN,6,BUENOS AIRES,427,LA MATANZA,10,70,FARMACIA,1759,FEDERICO PEDRO RUSSO 2939,,,
PEREZ JUSTINO,14182060000,BELL VILLE,14,CÓRDOBA,182,UNIÓN,60,70,FARMACIA,2550,SARMIENTO 160 - BELL VILLE - CORDOBA,,-62.69149521,-32.62801441
RASMUSEN DE PODESTA,14098230000,RIO CUARTO,14,CÓRDOBA,98,RÍO CUARTO,230,70,FARMACIA,5800,M.T.DE ALVEAR 841 - RIO CUARTO - CORDOBA,,-64.33621342,-33.10471618
DEL AGUILA,14182060000,BELL VILLE,14,CÓRDOBA,182,UNIÓN,60,70,FARMACIA,2550,CORDOBA 379 - BELL VILLE - CORDOBA,,-62.69079449,-32.6298628
MILDENBERGER,14014010000,CORDOBA,14,CÓRDOBA,14,CAPITAL,10,70,FARMACIA,5000,ACONQUIJA 2317 - PARQUE CAPITAL - CORDOBA,,,
CARLOS PAZ,14091250000,VILLA CARLOS PAZ,14,CÓRDOBA,91,PUNILLA,250,70,FARMACIA,5152,AV. SAN MARTIN 1720 - V.CARLOS PAZ - CORDOBA,,,
SALUD,14014010000,CORDOBA,14,CÓRDOBA,14,CAPITAL,10,70,FARMACIA,5000,VAZQUEZ MACEDA 456 - CORDOBA - CORDOBA,,,
CARCAR DE BORGOGNO,14056120000,OLAETA,14,CÓRDOBA,56,JUÁREZ CELMAN,120,70,FARMACIA,5807,BELGRANO 363 - OLAETA - CORDOBA,,,
ARGUELLO,14091070000,COSQUIN,14,CÓRDOBA,91,PUNILLA,70,70,FARMACIA,5166,SAN MARTIN 1353 - COSQUIN - CORDOBA,,,
PHARMANOS BERMUDEZ,2010010002,MONTE CASTRO,2,CABA,10,COMUNA 10,10,70,FARMACIA,C1407BED,Bermudez 1666,,-58.50521027,-34.62266752
ADRIANA BATTISTEL,14014010000,CORDOBA,14,CÓRDOBA,14,CAPITAL,10,70,FARMACIA,5000,PADRE LUIS MONTI 3420 - CORDOBA - CORDOBA,,,
MARINA FUENTES,14014010000,CORDOBA,14,CÓRDOBA,14,CAPITAL,10,70,FARMACIA,5000,AGUSTIN GARZON 5284 - CORDOBA - CORDOBA,,-64.11834054,-31.42749165
"FARMACIA SOY SANAR 60 LOGRADO, S.C.S.",6658010007,QUILMES OESTE,6,BUENOS AIRES,658,QUILMES,10,70,FARMACIA,1878,FELIPE AMOEDO 3156,,,
CAPPELLARI,14098240000,SAMPACHO,14,CÓRDOBA,98,RÍO CUARTO,240,70,FARMACIA,5829,MORENO 1 - SAMPACHO - CORDOBA,,-64.72593449,-33.38016046
NOVA FARMA (RIO III),14161150000,RIO TERCERO,14,CÓRDOBA,161,TERCERO ARRIBA,150,70,FARMACIA,5850,BELISARIO ROLDAN esq - RIO TERCERO - CORDOBA,,-64.12054008,-32.16762777
BOETTO,14168120000,VILLA DEL TOTORAL,14,CÓRDOBA,168,TOTORAL,120,70,FARMACIA,5236,BVARD ALLENDE S/N - VILLA DEL TOTORAL - CORDOBA,,-64.06766341,-30.70622688
LA CONCORDIA  S.C.S,18126010000,SALADAS,18,CORRIENTES,126,SALADAS,10,70,FARMACIA,3420,FLORIDA Nº 947,,,
FARMACIA MONSERRAT,66056010000,AGUARAY,66,SALTA,56,GRL. JOSÉ DE SAN MARTÍN,10,70,FARMACIA,4566,Av Rivadavia Dep. L01 Maz. 23C S/N,,-63.735377,-22.242073
QUINTERO,14035060000,MATTALDI,14,CÓRDOBA,35,GENERAL ROCA,60,70,FARMACIA,6271,SAN MARTIN 408 - MATTALDI - CORDOBA,,,
VALENCIANO,14119170000,POZO DEL MOLLE,14,CÓRDOBA,119,RÍO SEGUNDO,170,70,FARMACIA,5913,LIBERTAD 129 - POZO DEL MOLLE - CORDOBA,,,
FRANCISCO,14091320000,VILLA SANTA CRUZ DEL LAGO,14,CÓRDOBA,91,PUNILLA,320,70,FARMACIA,5152,Av. Argentina 540 - VILLA SANTA CRUZ DEL LAGO - CORDOBA,,-64.51719222,-31.37633721
FARMACIA EMILIA,58035100000,PLOTTIER,58,NEUQUÉN,35,CONFLUENCIA,100,70,FARMACIA,8316,SARGENTO CABRAL 217,,,
FERREYRA BARRIONUEVO,14014010000,CORDOBA,14,CÓRDOBA,14,CAPITAL,10,70,FARMACIA,5000,AV. OHIGGINS 4228 - V.SAN CARLOS - CORDOBA,,-64.16885805,-31.46250027
G.DATTOLO,14147010000,ALTA GRACIA,14,CÓRDOBA,147,SANTA MARÍA,10,70,FARMACIA,5186,C. LORUSSO 286 - ALTA GRACIA - CORDOBA,,,
GALENO,14098030000,ALCIRA,14,CÓRDOBA,98,RÍO CUARTO,30,70,FARMACIA,5813,ROCA y pellegrini 101 - ALCIRA - CORDOBA,,-64.33721895,-32.75583409
PLAZA LAVALLE,14014010000,CORDOBA,14,CÓRDOBA,14,CAPITAL,10,70,FARMACIA,5000,SAN JERONIMO 3163 - CORDOBA - CORDOBA,,-64.14352336,-31.42368044
N. MARTIN,14126110000,NONO,14,CÓRDOBA,126,SAN ALBERTO,110,70,FARMACIA,5887,REMEDIOS DE ESCALADA S/N - NONO - CORDOBA,,-65.00299492,-31.79660562
ESMERALDA,14014010000,CORDOBA,14,CÓRDOBA,14,CAPITAL,10,70,FARMACIA,5000,AV.COLON 2201 - CORDOBA - CORDOBA,,,
CATTANEO,14042080000,LA PLAYOSA,14,CÓRDOBA,42,GENERAL SAN MARTÍN,80,70,FARMACIA,5911,BUENOS AIRES 550 - LA PLAYOSA - CORDOBA,,-63.02869813,-32.09802597
CERRO AZUL,90119010002,COUNTRY JOCKEY CLUB,90,TUCUMÁN,119,YERBA BUENA,10,70,FARMACIA,4107,AV. 24 DE MARZO Y CALLE SIN NOMBRE - COMPLEJO TERRAZUL,,,
FOSCO,6760010003,MUÑIZ,6,BUENOS AIRES,760,SAN MIGUEL,10,70,FARMACIA,1663,AZCUENAGA 3413,,,
MIRANDA,14007000055,SAN FRANCISCO,14,CÓRDOBA,7,CALAMUCHITA,0,70,FARMACIA,5199,DOMINGA CULLEN 451 - SAN FRANCISCO - CORDOBA,,-62.06900098,-31.42752361
MILLAA,14140360000,SAN FRANCISCO,14,CÓRDOBA,140,SAN JUSTO,360,70,FARMACIA,2400,25 DE MAYO 2600 - SAN FRANCISCO - CORDOBA,,-62.09493845,-31.42776287
MUTIO,14084030000,LABOULAYE,14,CÓRDOBA,84,PRESIDENTE ROQUE SÁENZ PEÑA,30,70,FARMACIA,6120,ARTIGAS 135 - LABOULAYE - CORDOBA,,,
CLAUDIA MAZZOLA,14182170000,MONTE MAIZ,14,CÓRDOBA,182,UNIÓN,170,70,FARMACIA,2659,JUJUY 1561 - MONTE MAIZ - CORDOBA,,,
FARMACIA SANATORIO DEL ROSARIO,66140050000,ROSARIO DE LA FRONTERA,66,SALTA,140,ROSARIO DE LA FRONTERA,50,70,FARMACIA,4190,Belgrano 189 - Rosario De La Frontera- Salta,,,
BOTIQUIN SOLEC 2,58084030000,EL CHOLAR,58,NEUQUÉN,84,ÑORQUÍN,30,70,FARMACIA,8353,ELEODORO OBREGON S/Nº B° HUENEY CASA N° 1,,,
BOSCO,14140270000,LAS VARILLAS,14,CÓRDOBA,140,SAN JUSTO,270,70,FARMACIA,5940,25 DE MAYO 457 - LAS VARILLAS - CORDOBA,,-62.71299439,-31.86978773
"MGM PONTEVEDRA, S.C.S.",6539010003,MERLO,6,BUENOS AIRES,539,MERLO,10,70,FARMACIA,1722,AV. PATRICIOS N 8265,,,
MOSCOVICH,6252010003,GARIN,6,BUENOS AIRES,252,ESCOBAR,10,70,FARMACIA,1619,ALMIRANTE BROWN N 3235,,,
"NOVADOLORES, S.C.S.",6238010000,DOLORES,6,BUENOS AIRES,238,DOLORES,10,70,FARMACIA,7100,PILOTTO Y PRINGLES,,,
PEREZ LONGONI,6882050000,ZARATE,6,BUENOS AIRES,882,ZÁRATE,50,70,FARMACIA,2800,AV. ANTARTIDA ARGENTINA N 4955,,,
"PIEDRA QUE LATE, S.C.S.",6791050000,TANDIL,6,BUENOS AIRES,791,TANDIL,50,70,FARMACIA,7000,MARIA EUGENIA SANLLORENTI N 783,,,
"PONTA DAS CANAS, S.C.S.",6490010002,LLAVALLOL,6,BUENOS AIRES,490,LOMAS DE ZAMORA,10,70,FARMACIA,1836,9 DE JULIO N 1938,,,
PIATTO,14042170000,VILLA MARIA,14,CÓRDOBA,42,GENERAL SAN MARTÍN,170,70,FARMACIA,5900,MENDOZA 449 - VILLA MARIA - CORDOBA,,,
ITALIANA (LASPIUR),14140370000,SATURNINO MARIA LASPIUR,14,CÓRDOBA,140,SAN JUSTO,370,70,FARMACIA,5943,DR. BONANCINI 102 - SATURNINO MARIA LASPIUR - CORDOBA,,-62.48377748,-31.70438385
LOPEZ GASPAR,14182060000,BELL VILLE,14,CÓRDOBA,182,UNIÓN,60,70,FARMACIA,2550,Ameguino 182 - BELL VILLE - CORDOBA,,-62.68830501,-32.62729593
FERRERO LAURA,14056080000,GENERAL DEHEZA,14,CÓRDOBA,56,JUÁREZ CELMAN,80,70,FARMACIA,5923,BV. 9 DE JULIO 485 - GENERAL DEHEZA - CORDOBA,,-63.79058776,-32.76078275
FAVA,14161100000,LOS ZORROS,14,CÓRDOBA,161,TERCERO ARRIBA,100,70,FARMACIA,5901,SARMIENTO 201 - LOS ZORROS - CORDOBA,,-63.20108669,-32.04516652
TOLOSA,14140180000,EL FORTIN,14,CÓRDOBA,140,SAN JUSTO,180,70,FARMACIA,5951,MATEO OLIVERO 132 - EL FORTIN - CORDOBA,,,
GUADALUPE (ONCATIVO),14119150000,ONCATIVO,14,CÓRDOBA,119,RÍO SEGUNDO,150,70,FARMACIA,5986,Piacenza 226 - ONCATIVO - CORDOBA,,-63.67859192,-31.91542248
CAMIA HERNANDEZ,14035050000,ITALO,14,CÓRDOBA,35,GENERAL ROCA,50,70,FARMACIA,6271,CORONEL NELSON 279 - ITALO - CORDOBA,,,
BIOTTI,14140350000,SACANTA,14,CÓRDOBA,140,SAN JUSTO,350,70,FARMACIA,5945,CORDOBA 209 - SACANTA - CORDOBA,,-63.05002887,-31.66668209
FERROVIARIOS,14014010000,CORDOBA,14,CÓRDOBA,14,CAPITAL,10,70,FARMACIA,5000,Ferroviarios 1407 - CORDOBA - CORDOBA,,-64.16708297,-31.42854659
FARMACIA VITAL,94014020000,USHUAIA,94,TIERRA DEL FUEGO,14,USHUAIA,20,70,FARMACIA,9410,Yowen Nº 2127,,-68.33520143,-54.80592494
FARMACIA DEL PROGRAMA FEDERAL INCLUIR SALUD,10049030000,SAN FERNANDO DEL VALLE DE CATAMARCA,10,CATAMARCA,49,CAPITAL,30,70,FARMACIA,4700,calle Ayacucho esq. Mota Botello,,,
FARMACIA BERTOLA,6638040008,PILAR,6,BUENOS AIRES,638,PILAR,40,70,FARMACIA,1629,PARAGUAY 440,,,
VERCHAN,14070060000,SAN CARLOS MINAS,14,CÓRDOBA,70,MINAS,60,70,FARMACIA,5291,VERCHAN JUAN JOSE,,-65.10270385,-31.17653866
FARMACIA SOL (LONCOPUE),58063020000,LONCOPUE,58,NEUQUÉN,63,LONCOPUÉ,20,70,FARMACIA,8316,ESTEBAN SALVADOR S/N°,,,
FARMACIA SEQUE,58056010000,SAN MARTIN DE LOS ANDES,58,NEUQUÉN,56,LÁCAR,10,70,FARMACIA,8316,ELORDI 470,,,
FARMACIA SANTA CRUZ,58035100000,PLOTTIER,58,NEUQUÉN,35,CONFLUENCIA,100,70,FARMACIA,8316,SANTA CRUZ 520,,,
FARMACIA SAN MARTIN,58056010000,SAN MARTIN DE LOS ANDES,58,NEUQUÉN,56,LÁCAR,10,70,FARMACIA,8316,RUTA 40 KM 2221,,,
MARTOGLIO,14042170000,VILLA MARIA,14,CÓRDOBA,42,GENERAL SAN MARTÍN,170,70,FARMACIA,5900,CATAMARCA - - VILLA MARIA - CORDOBA,,-63.24198001,-32.40719661
BOSIO SCORTICHINI,14063180000,MARCOS JUAREZ,14,CÓRDOBA,63,MARCOS JUÁREZ,180,70,FARMACIA,2580,HIPOLITO IRIGOYEN 1296 - MARCOS JUAREZ - CORDOBA,,,
CARLETTI,14084090000,SERRANO,14,CÓRDOBA,84,PRESIDENTE ROQUE SÁENZ PEÑA,90,70,FARMACIA,6125,Ranqueles 290,,-63.54153261,-34.47234037
SALANI,14147010000,ALTA GRACIA,14,CÓRDOBA,147,SANTA MARÍA,10,70,FARMACIA,5186,ITUZAINGO 117 - ALTA GRACIA - CORDOBA,,-64.42324141,-31.66004974
TEILLAGORRY,14126200000,VILLA CURA BROCHERO,14,CÓRDOBA,126,SAN ALBERTO,200,70,FARMACIA,5891,BELGRANO 43 - VILLA CURA BROCHERO - CORDOBA,,-65.01796381,-31.70625041
PARIS,14028050000,CRUZ DEL EJE,14,CÓRDOBA,28,CRUZ DEL EJE,50,70,FARMACIA,5280,RIVADAVIA 302 - CRUZ DEL EJE - CORDOBA,,-64.80283172,-30.7258651
SAN MARCOS,14182250000,SAN MARCOS,14,CÓRDOBA,182,UNIÓN,250,70,FARMACIA,2566,LIBERTAD 1115 - SAN MARCOS - CORDOBA,,-62.48125758,-32.63003099
MARTENS,14098230000,RIO CUARTO,14,CÓRDOBA,98,RÍO CUARTO,230,70,FARMACIA,5800,MAIPU 1366 - RIO CUARTO - CORDOBA,,-64.3613551,-33.12834248
SALUDFARMA,14007340000,VILLA RUMIPAL,14,CÓRDOBA,7,CALAMUCHITA,340,70,FARMACIA,5864,Av. Leonardo Murialdo 729 - MORRISON - CORDOBA,,,
ZAYA SOLA,14091200000,SAN ROQUE,14,CÓRDOBA,91,PUNILLA,200,70,FARMACIA,5149,Juan Carlos Avalos S/N - SAN ROQUE - CORDOBA,,,
PARINO,14182040000,BALLESTEROS,14,CÓRDOBA,182,UNIÓN,40,70,FARMACIA,2572,REP. ARGENTINA 48 - BALLESTEROS - CORDOBA,,-62.98360818,-32.54512037
