establecimiento_nombre,localidad_id,localidad_nombre,provincia_id,provincia_nombre,departamento_id,departamento_nombre,codloc,tipologia_id,tipologia_sigla,cp,domicilio,sitio_web,longitud,latitud
SAN FRANCISCO,90091020000,MONTEAGUDO,90,TUCUMÁN,91,SIMOCA,20,70,FARMACIA,4174,CALLE SAN MARTÍN S/N,,,
FARMACIA ZUÑIGA,6638040008,PILAR,6,BUENOS AIRES,638,PILAR,40,70,FARMACIA,1629,R PRO 234 - AV PERON  N° 2510,,,
SAL GEMA,10049030000,SAN FERNANDO DEL VALLE DE CATAMARCA,10,CATAMARCA,49,CAPITAL,30,70,FARMACIA,4700,BARRIO 48 VIVIENDAS CALLE PUBLICA S/N LA VIÑITA,,-65.80385251,-28.494571
DEL ESTE 4,90014080002,LA FLORIDA,90,TUCUMÁN,14,CRUZ ALTA,80,70,FARMACIA,4117,AV. HIPÓLITO IRIGOYEN Y AMADEO SABATINI S/N,,,
FARMACIA JOSIBA,66056220000,TARTAGAL,66,SALTA,56,GRL. JOSÉ DE SAN MARTÍN,220,70,FARMACIA,4560,"Av. 9 de julio y Pje. Ituzaingo, sección A-Mza.184 B- Parcela 13",,-63.794085,-22.520018
CRISTO REY V (YERBA BUENA),90119030002,YERBA BUENA - MARCOS PAZ,90,TUCUMÁN,119,YERBA BUENA,30,70,FARMACIA,4124,BOULEVARD 9 DE JULIO 1200,,,
FARMASUR,90021070000,LA TRINIDAD,90,TUCUMÁN,21,CHICLIGASTA,70,70,FARMACIA,4151,AV. LAFUENTE 189,,,
SAN FRANCISCO,90014010001,ALDERETES,90,TUCUMÁN,14,CRUZ ALTA,10,70,FARMACIA,4178,"RUTA 304, KM 6 Y 1/2- AV. EVA PERÓN ENTRE 20 DE JUNIO Y PJE. S/NOMB.",,,
FARMACIA ARMANDINA,58056010000,SAN MARTIN DE LOS ANDES,58,NEUQUÉN,56,LÁCAR,10,70,FARMACIA,8316,"Teniente Ramayon N° 751, Local N° 1",,,
SAN PATRICIO,90105000011,BARRIO LOS POCITOS (LAS TALITAS),90,TUCUMÁN,105,TAFÍ VIEJO,0,70,FARMACIA,4101,"CALLE 12 Y 81, LOCAL 4, BARRIO EL GRÁFICO II",,,
SIPF DEL SANATORIO NS DEL ROSARIO,38021060000,SAN SALVADOR DE JUJUY,38,JUJUY,21,DR. MANUEL BELGRANO,60,70,FARMACIA,4600,Belgrano 340,,-65.3001995,-24.1848585
VIP DE LA PLAZA,2002010001,RECOLETA,2,CABA,2,COMUNA 2,10,70,FARMACIA,C1061AAT,Montevideo 1200 PB y Planta Sótano,,-58.390199,-34.595179
FARMACIA CONSTITUCION,2002010001,RECOLETA,2,CABA,2,COMUNA 2,10,70,FARMACIA,C1061AAT,Avenida Brasil 1128 Local 340,,-58.390199,-34.595179
SANTO REMEDIO,18021020000,CORRIENTES,18,CORRIENTES,21,CAPITAL,20,70,FARMACIA,3400,Rio Gallegos 1694,,-55.898368,-27.745135
DEL PUEBLO COLON,90084010000,SAN MIGUEL DE TUCUMAN,90,TUCUMÁN,84,CAPITAL,10,70,FARMACIA,4000,AV. COLÓN 596,,,
FARMANUEVA,74028070000,TILISARAO,74,SAN LUIS,28,CHACABUCO,70,70,FARMACIA,5773,9 DE JULIO ESQUINA BELGRANO,,-65.28668238,-32.73207108
ATLAS,90084010000,SAN MIGUEL DE TUCUMAN,90,TUCUMÁN,84,CAPITAL,10,70,FARMACIA,4000,9 DE JULIO 283,,,
FARMACITY (PARAGUAY 4979),2014010001,PALERMO,2,CABA,14,COMUNA 14,10,70,FARMACIA,C1425BTA,Paraguay 4979,,-58.428798,-34.581128
FARMACITY (296),2001010001,CONSTITUCION,2,CABA,1,COMUNA 1,10,70,FARMACIA,C1137AAA,Lima 1615 PB y PA,,-58.38234778,-34.6269958
FARMACITY (309),2007010001,FLORES,2,CABA,7,COMUNA 7,10,70,FARMACIA,C1406GZZ,AVENIDA DIRECTORIO 2324,,-58.459358,-34.6334
FARMACITY (304),2001010002,MONSERRAT,2,CABA,1,COMUNA 1,10,70,FARMACIA,C1100ABA,AVENIDA INDEPENDENCIA 1301,,-58.384605,-34.617616
FRANCISCO S.R.L.,90063050000,LULES,90,TUCUMÁN,63,LULES,50,70,FARMACIA,4128,"RUTA 301, KM 5, OHUANTA, SAN PABLO",,,
FARMACIA DEL HOSPITAL NACIONAL LICENCIADA LAURA BONAPARTE,2004010004,PARQUE PATRICIOS,2,CABA,4,COMUNA 4,10,70,FARMACIA,C1261AAD,Combate de los Pozos 2133,,-58.392769,-34.633293
FARMACITY (177),2014010001,PALERMO,2,CABA,14,COMUNA 14,10,70,FARMACIA,C1425BHQ,Avenida Santa Fe 4182,,-58.421838,-34.581654
MARIANA,90084010000,SAN MIGUEL DE TUCUMAN,90,TUCUMÁN,84,CAPITAL,10,70,FARMACIA,4000,BARRIO SMATA II  MZNA. C CASA 5,,,
COMUNITARIA SCS,18070020000,GOYA,18,CORRIENTES,70,GOYA,20,70,FARMACIA,3450,AV TOMAS MAZANTI 1 MZ 553,,-59.2643242,-29.1442242
DEL CERRO FARMACIA.-,50049050010,LA CIENEGUITA,50,MENDOZA,49,LAS HERAS,50,70,FARMACIA,5539,PRES. JULIO ARGENTINO ROCA 1750,www.farmaciasdelplata.com,-68.855811,-32.85166
SM FARMA,10035110000,LONDRES,10,CATAMARCA,35,BELÉN,110,70,FARMACIA,4753,JUAN PÉREZ DE ZURITA  S/N,,-63.6166725,-40.42946034
FARMACITY ALVEAR,38021060000,SAN SALVADOR DE JUJUY,38,JUJUY,21,DR. MANUEL BELGRANO,60,70,FARMACIA,4600,Alvear 970,,-65.3064556,-24.184271
LA PERLA,38063180000,SAN PEDRO,38,JUJUY,63,SAN PEDRO,180,70,FARMACIA,4500,Av. Brasil 62 Bº Sta Rosa de Lima,,-64.8753485,-24.2423022
FARMABA,2002010001,RECOLETA,2,CABA,2,COMUNA 2,10,70,FARMACIA,C1425AYK,Juncal 2983 PB UF 1,,-58.407157,-34.587248
FARMACIA QUINQUELA,2004010002,BOCA,2,CABA,4,COMUNA 4,10,70,FARMACIA,C1162ABK,Olavarría 551,,-58.3606322,-34.63680241
FARMACIA LIDER,2010010003,VELEZ SARSFIELD,2,CABA,10,COMUNA 10,10,70,FARMACIA,C1407DYJ,Avenida Rivadavia 8749/59 PB,,-58.487251,-34.634794
FARMALUZ,2010010002,MONTE CASTRO,2,CABA,10,COMUNA 10,10,70,FARMACIA,C1407GPC,Avenida Álvarez Jonte 4873 Planta Baja y Planta Alta,,-58.506713,-34.620023
VELEZ SUCURSAL BELEN,10035020000,BELEN,10,CATAMARCA,35,BELÉN,20,70,FARMACIA,4750,LAVALLE Nº 347,,-63.6166725,-40.42946034
PREMA,2002010001,RECOLETA,2,CABA,2,COMUNA 2,10,70,FARMACIA,C1115AAE,Azcuénaga 1075 PB y Sótano UF 1,,-58.399526,-34.595728
SINDICAL S.T.I.A,10070140000,RECREO,10,CATAMARCA,70,LA PAZ,140,70,FARMACIA,5260,BV RIVADAVIA 21 Bº CENTRO,,-65.05880322,-29.27553568
SAN EXPEDITO,22098030000,VILLA ANGELA,22,CHACO,98,MAYOR LUIS J. FONTANA,30,70,FARMACIA,3540,AVENIDA LAVALLE N° 1056,,,
SAN IGNACIO,38084100000,SUSQUES,38,JUJUY,84,SUSQUES,100,70,FARMACIA,4655,Orozmayo S/N,,-66.36648,-23.4007573
SANTISIMA TRINIDAD,38021060000,SAN SALVADOR DE JUJUY,38,JUJUY,21,DR. MANUEL BELGRANO,60,70,FARMACIA,4600,Calle 411 Nº 313 Bº Alto Comedero,,-65.2717222,-24.2266321
FARMACIA Y LABORATORIO VIP,2013010002,COLEGIALES,2,CABA,13,COMUNA 13,10,70,FARMACIA,C1426ABP,Avenida Cabildo 1528,,-58.451454,-34.567084
FARMACIA VASALLO VILLA DEL PARQUE,2011010001,VILLA DEL PARQUE,2,CABA,11,COMUNA 11,10,70,FARMACIA,C1417AAK,Cuenca 2717 PB Y SS,,-58.492785,-34.604512
NUEVA CIUDAD,38014090000,PERICO,38,JUJUY,14,EL CARMEN,90,70,FARMACIA,4606,Mamapacha esq Los Tequis - Manz A Lote 14 - Bº 250 Viviendas,,-65.1162444,-24.3686424
FARMARED,38021060000,SAN SALVADOR DE JUJUY,38,JUJUY,21,DR. MANUEL BELGRANO,60,70,FARMACIA,4600,Av. Dr. Balbin 1515,,-65.286605,-24.178884
MITRE COSTANERA,10049030000,SAN FERNANDO DEL VALLE DE CATAMARCA,10,CATAMARCA,49,CAPITAL,30,70,FARMACIA,4700,AVENIDA PRESIDENTE CASTILLO ESQUINA AVENIDA ACOSTA VILLAFAÑEZ,,-65.76774755,-28.46734792
ZARATE,70028010000,SAN JUAN,70,SAN JUAN,28,CAPITAL,10,70,FARMACIA,5400,RIVADAVIA ESTE 536-CAPITAL,,-68.51756963,-31.53589185
SAN CAYETANO,74056150000,SAN LUIS,74,SAN LUIS,56,LA CAPITAL,150,70,FARMACIA,5700,B° 164 VIV - M 456 - C 14,,,
CRISTO REY IV (YERBA BUENA),90119030002,YERBA BUENA - MARCOS PAZ,90,TUCUMÁN,119,YERBA BUENA,30,70,FARMACIA,4107,AVENIDA SOLANO VERA Y  CALLE  LAS LANZAS,,,
FARMACITY (AVENIDA CORDOBA 3381),2002010001,RECOLETA,2,CABA,2,COMUNA 2,10,70,FARMACIA,C1187AAH,Avenida Córdoba 3381/85/89,,-58.414265,-34.597585
FARMACITY (AVENIDA ESTADO DE ISRAEL 4503),2015010005,VILLA CRESPO,2,CABA,15,COMUNA 15,10,70,FARMACIA,C1185AAE,Avenida Estado de Israel 4503,,-58.429555,-34.598941
SAN ROQUE,10091070002,SAN JOSE BANDA,10,CATAMARCA,91,SANTA MARÍA,70,70,FARMACIA,4139,SAN MARTIN S/N,,-66.065708,-26.802937
SANATORIO LOS LAPACHOS,38021060000,SAN SALVADOR DE JUJUY,38,JUJUY,21,DR. MANUEL BELGRANO,60,70,FARMACIA,4600,Av. H Yrigoyen 596,,-65.2974808,-24.1908956
FARMACIA ABC (BARTOLOME MITRE 613),2001010005,SAN NICOLAS,2,CABA,1,COMUNA 1,10,70,FARMACIA,C1036AAK,Bartolomé Mitre 613,,-58.3752453,-34.60671661
BALCARCE,74056150000,SAN LUIS,74,SAN LUIS,56,LA CAPITAL,150,70,FARMACIA,5700,25 de Mayo N° 625,,,
FARMACIA DR. RENE FAVALORO,42021020000,SANTA ROSA,42,LA PAMPA,21,CAPITAL,20,70,FARMACIA,6300,ACONCAGUA 757/871,,-64.29150867,-36.5950093
FARMALIFE III,22140060000,RESISTENCIA,22,CHACO,140,SAN FERNANDO,60,70,FARMACIA,3500,AVENIDA MAC LEAN N° 2347-UNIDAD FUNCIONAL 77-PASEO DE COMPRAS DE LA ESTACIÓN TERMINAL DE ÓMNIBUS,,,
"CIENTIFICA ATARA Y ESPAÑA, S.C.S.",6805010003,DON TORCUATO ESTE,6,BUENOS AIRES,805,TIGRE,10,70,FARMACIA,1611,PEDRO ARATA 2194,,,
FARMALIFE,22140060000,RESISTENCIA,22,CHACO,140,SAN FERNANDO,60,70,FARMACIA,3500,RUTA 16 - NICOLÁS AVELLANEDA KM 14 Y AVENIDA SABIN LOCAL 390 - PASEO LIBERTAD,,,
FARMACIA JUJUY S.A.,2003010002,SAN CRISTOBAL,2,CABA,3,COMUNA 3,10,70,FARMACIA,C1252AAN,Cochabamba 2444 PB,,-58.399657,-34.624946
SABIN,74056150000,SAN LUIS,74,SAN LUIS,56,LA CAPITAL,150,70,FARMACIA,5700,ESTEBAN ADARO Y AVENIDA LAFINUR,,-66.34950145,-33.28769765
DESAMPARADOS III,70084010000,RIVADAVIA,70,SAN JUAN,84,RIVADAVIA,10,70,FARMACIA,5400,TALCAHUANO 3691 NORTE BARRIO 2 DE AGOSTO,,-68.57614736,-31.52474828
FARMACIA RIAVITZ,58035100000,PLOTTIER,58,NEUQUÉN,35,CONFLUENCIA,100,70,FARMACIA,8316,RIAVITZ 324,,,
FARMACIA BARREAL,70021010001,BARREAL,70,SAN JUAN,21,CALINGASTA,10,70,FARMACIA,5405,presidente roca S/N,,-69.47694531,-31.65279405
BRUGNARO ROMERO II,74056120000,POTRERO DE LOS FUNES,74,SAN LUIS,56,LA CAPITAL,120,70,FARMACIA,5701,Avenida del Circuito y Los Duraznos,,,
QUINTANA VI,74056150000,SAN LUIS,74,SAN LUIS,56,LA CAPITAL,150,70,FARMACIA,5700,AV JUAN GILBERTO FUNES N° 829,,,
NUESTRA SRA. DE FATIMA,38042040001,PALPALA,38,JUJUY,42,PALPALÁ,40,70,FARMACIA,4612,Portugal 197,,-65.205625,-24.253811
INSTITUTO DE PSICOPATOLOGIA,38021060000,SAN SALVADOR DE JUJUY,38,JUJUY,21,DR. MANUEL BELGRANO,60,70,FARMACIA,4600,San Martín 141,,-65.2953238,-24.1861818
SAGRADO CORAZON (BENJAMIN PAZ),90112030000,VILLA DE TRANCAS,90,TUCUMÁN,112,TRANCAS,30,70,FARMACIA,4124,"CALLE S/N DE LA LOCALIDAD DE BENJAMÍN PAZ- KM1.350, TRANCAS( A500M DE RUTA 9)",,,
FARMACITY (AVENIDA JOSE MARIA MORENO 739),2006010001,CABALLITO,2,CABA,6,COMUNA 6,10,70,FARMACIA,C1424AAH,Avenida José María Moreno 739/43,,-58.434351,-34.627294
FARMACIA GLOBAL OLASCOAGA 1045,58035070000,NEUQUEN,58,NEUQUÉN,35,CONFLUENCIA,70,70,FARMACIA,8300,Avenida Olascoaga Nº 1045,,-68.05958624,-38.97909726
RAMIS EL MOLLAR,90098030000,EL MOLLAR,90,TUCUMÁN,98,TAFÍ DEL VALLE,30,70,FARMACIA,4135,CALLE 25 S/N - EL MOLLAR - TAFÍ DEL VALLE,,,
FRAY MAMERTO ESQUIU,10063040006,SAN JOSE,10,CATAMARCA,63,FRAY MAMERTO ESQUIÚ,40,70,FARMACIA,6277,AVENIDA LA CALLECITA ESQ. NICOLAS AVELLANEDA,,-65.703744,-28.388703
FARMACIA NEUMINT,2007010001,FLORES,2,CABA,7,COMUNA 7,10,70,FARMACIA,C1406DGA,Avenida Carabobo 69,,-58.456563,-34.627789
RP BOTANICO,2014010001,PALERMO,2,CABA,14,COMUNA 14,10,70,FARMACIA,C1425BGM,Avenida Santa Fe 3709 PB y SS,,-58.415889,-34.584795
VILLEGAS,6560010003,LA REJA,6,BUENOS AIRES,560,MORENO,10,70,FARMACIA,1744,SAN PABLO 2236,,,
FARMACIA GLOBAL RIO SENGUER,58035070000,NEUQUEN,58,NEUQUÉN,35,CONFLUENCIA,70,70,FARMACIA,8300,"Senguer Nº 1753, esquina Sayen N° 2296",,,
FARMACIA SANTA GUADALUPE S.C.S,6638040008,PILAR,6,BUENOS AIRES,638,PILAR,40,70,FARMACIA,1629,CAAMAÑO (LOCAL D)  N° 1090,,,
MACROFARMA SHOPPING,74056150000,SAN LUIS,74,SAN LUIS,56,LA CAPITAL,150,70,FARMACIA,5700,Av. Juan Gilberto Funes N° 260,,,
SAN CAYETANO II,74056150000,SAN LUIS,74,SAN LUIS,56,LA CAPITAL,150,70,FARMACIA,5700,La Pampa (Este) N° 1436,,,
DE LA SILVA,90105000088,RACO,90,TUCUMÁN,105,TAFÍ VIEJO,0,70,FARMACIA,4105,RUTA 341,,,
FARMACIA DEL SOLIER ( GSM),94014020000,USHUAIA,94,TIERRA DEL FUEGO,14,USHUAIA,20,70,FARMACIA,9410,TRANSPORTE PATAGONIA  92,,68.33405807,-54.81529578
GRAL. BELGRANO,38094050000,TILCARA,38,JUJUY,94,TILCARA,50,70,FARMACIA,4624,Rivadavia 527,,-65.3948572,-23.5783584
ASOCIACION MUTUAL DEL SINDICATO DE GUINCHEROS Y MAQUINISTAS DE GRUAS MOVILES,2004010002,BOCA,2,CABA,4,COMUNA 4,10,70,FARMACIA,C1155AGG,Wenceslao Villafañe 385/87/91/99,,-58.360808,-34.631283
ARGENFARM GUEMES,2005010001,ALMAGRO,2,CABA,5,COMUNA 5,10,70,FARMACIA,C1190ABB,Lavalle 4098,,-58.423238,-34.597838
LA PERLA,90021050000,CONCEPCION,90,TUCUMÁN,21,CHICLIGASTA,50,70,FARMACIA,4146,ESPAÑA 1006 LOCAL 2,,,
BOTICA III,38035080000,LIBERTADOR GENERAL SAN MARTIN,38,JUJUY,35,LEDESMA,80,70,FARMACIA,4514,Av. Pte. Perón esq. Antartida Argentina,,-64.787343,-23.809719
SANTA CLARA,10049030000,SAN FERNANDO DEL VALLE DE CATAMARCA,10,CATAMARCA,49,CAPITAL,30,70,FARMACIA,4700,AVDA VIRGEN DEL VALLE Nº685,,-65.78763377,-28.45352448
URQUIZA,22105010000,LAS BREÑAS,22,CHACO,105,9 DE JULIO,10,70,FARMACIA,3722,URQUIZA N° 268,,,
FARMA SALUD LOS NOGALES,90105000079,LOS NOGALES,90,TUCUMÁN,105,TAFÍ VIEJO,0,70,FARMACIA,4101,RUTA 9 KM 1.308 - ROTONDA LOS NOGALES S/N,,,
FENIX OESTE,74056150000,SAN LUIS,74,SAN LUIS,56,LA CAPITAL,150,70,FARMACIA,5700,"B° Amaro Burgos, Mza B, Casa 14",,,
FARMACIA DE LA ASOCIACION MUTUAL DE PROTECCION FAMILIAR,2001010005,SAN NICOLAS,2,CABA,1,COMUNA 1,10,70,FARMACIA,C1038ABA,Tte. Gral. Juan Domingo Perón 1399 PB,,-58.386262,-34.606302
CLINICA  DEL PILAR,90084010000,SAN MIGUEL DE TUCUMAN,90,TUCUMÁN,84,CAPITAL,10,70,FARMACIA,4000,BALCARCE 565,,,
CENTRO DE SALUD,90084010000,SAN MIGUEL DE TUCUMAN,90,TUCUMÁN,84,CAPITAL,10,70,FARMACIA,4000,SANTA FE 81,,,
SAN FRANCISCO,46014000003,AMPATA,46,LA RIOJA,14,CAPITAL,0,70,FARMACIA,5300,CALLE SAN FRANCISCO ESQUINA CHACABUCO N° 208,,,
BRUGNARO ROMERO,74056150000,SAN LUIS,74,SAN LUIS,56,LA CAPITAL,150,70,FARMACIA,5700,EDIRO LOCAL 14 Y 16,,,
SAN RAFAEL,74056150000,SAN LUIS,74,SAN LUIS,56,LA CAPITAL,150,70,FARMACIA,5700,Hilario Ascasubi N° 161 - local 3 y 4,,,
SAN AGUSTIN,22098030000,VILLA ANGELA,22,CHACO,98,MAYOR LUIS J. FONTANA,30,70,FARMACIA,3540,PRESIDENTE PERÓN N° 500,,,
AREQUIPA II SCS,18021020000,CORRIENTES,18,CORRIENTES,21,CAPITAL,20,70,FARMACIA,3400,Lavalle 1284,,-58.8355944,-27.4773789
FARMACIA CERVIÑO,2014010001,PALERMO,2,CABA,14,COMUNA 14,10,70,FARMACIA,C1425DKX,Cerviño 3365 PB y Sótano UF 4,,-58.406568,-34.580522
FARMACIA FARMAFE,2005010001,ALMAGRO,2,CABA,5,COMUNA 5,10,70,FARMACIA,C1205AAD,Avenida Rivadavia 4399,,-58.427589,-34.614122
SANATORIO MODELO,90084010000,SAN MIGUEL DE TUCUMAN,90,TUCUMÁN,84,CAPITAL,10,70,FARMACIA,4000,25 DE MAYO 559,,,
SIUFI ALVEAR 2,38021060000,SAN SALVADOR DE JUJUY,38,JUJUY,21,DR. MANUEL BELGRANO,60,70,FARMACIA,4600,Alvear 623,,-65.3019651,-24.1841514
MILENIUM,38021060000,SAN SALVADOR DE JUJUY,38,JUJUY,21,DR. MANUEL BELGRANO,60,70,FARMACIA,4600,Vilcapugio 1987,,-65.2848491,-24.2120534
EL BOTICARIO,74056150000,SAN LUIS,74,SAN LUIS,56,LA CAPITAL,150,70,FARMACIA,5700,AYACUCHO N° 828,,,
BEIRUT,10091150000,SANTA MARIA,10,CATAMARCA,91,SANTA MARÍA,150,70,FARMACIA,4139,AV.M. DIEGO DE PEDRAZA S/N,,-66.07180992,-26.6977124
FARMACITY (AVENIDA ALVAREZ JONTE 4683),2010010002,MONTE CASTRO,2,CABA,10,COMUNA 10,10,70,FARMACIA,C1407GPA,Avenida Álvarez Jonte 4683/85 Planta baja y Planta alta,,-58.504679,-34.618954
CORDON DEL PLATA.-,50126020000,CORDON DEL PLATA,50,MENDOZA,126,TUPUNGATO,20,70,FARMACIA,5561,SALVADOR VIDAL 70,,-69.140467,-33.459536
SALUD,22168020000,MACHAGAI,22,CHACO,168,25 DE MAYO,20,70,FARMACIA,3534,CALLE ANTÁRTIDA ARGENTINA N° 444,,,
NUEVA VIDA,74056105000,CIUDAD DE LA PUNTA,74,SAN LUIS,56,LA CAPITAL,105,70,FARMACIA,5701,Sección 1 - M 130 -Puerta 5A Centro Comercial,,,
IOSFA EDIFICIO LIBERTAD,2001010004,RETIRO,2,CABA,1,COMUNA 1,10,70,FARMACIA,1104,Avenida Comodoro Py 2055,,-58.367436,-34.587433
SCIENZA PELLEGRINI,2001010005,SAN NICOLAS,2,CABA,1,COMUNA 1,10,70,FARMACIA,C1009ABC,Carlos Pellegrini 163,,-58.380425,-34.606526
OPENFARMA SUCURSAL FINOCHIETTO,2013010001,BELGRANO,2,CABA,13,COMUNA 13,10,70,FARMACIA,C1428DVL,Mcal. Antonio Jose De Sucre 2162,,-58.45268796,-34.56240572
FARMASHOP,10042040000,CHUMBICHA,10,CATAMARCA,42,CAPAYÁN,40,70,FARMACIA,4728,BELGRANO S/N,,-66.22915645,-28.86404553
NADELMAN,22098030000,VILLA ANGELA,22,CHACO,98,MAYOR LUIS J. FONTANA,30,70,FARMACIA,3540,ALBERDI N° 43,,,
LA BOTICA,90028030002,FAMAILLA,90,TUCUMÁN,28,FAMAILLÁ,30,70,FARMACIA,4132,DIEGO DE VILLARROEL 256- BARRIO OESTE,,,
CIUDAD,22084020000,GENERAL JOSE DE SAN MARTIN,22,CHACO,84,LIBERTADOR GENERAL SAN MARTÍN,20,70,FARMACIA,3509,CALLE ALBERDI N° 619,,,
HERBORES S.R.L.,2011010003,VILLA GENERAL MITRE,2,CABA,11,COMUNA 11,10,70,FARMACIA,C1416ACP,Gavilán 1920/22,,-58.471492,-34.608732
FARMACIA Y DROGUERIA FLEMING,66028050000,SALTA,66,SALTA,28,CAPITAL,50,70,FARMACIA,4400,Belgrano 674,,-65.41181191,-24.78755564
MILAN,90084010000,SAN MIGUEL DE TUCUMAN,90,TUCUMÁN,84,CAPITAL,10,70,FARMACIA,4000,SUIPACHA 220,,-65.21628554,-26.82507147
DE LA PAZ,90119030002,YERBA BUENA - MARCOS PAZ,90,TUCUMÁN,119,YERBA BUENA,30,70,FARMACIA,4124,CAMINO DEL PERÚ 202,,,
GIRASOLES,90105080000,TAFI VIEJO,90,TUCUMÁN,105,TAFÍ VIEJO,80,70,FARMACIA,4103,"AV. ALFONSIN.-SECTOR XX,MZA 15, CASA 20.- BARRIO LOMAS DE TAFI",,,
FARMACIA GLOBAL - ISLAS MALVIAN 1350- NQN,58035070000,NEUQUEN,58,NEUQUÉN,35,CONFLUENCIA,70,70,FARMACIA,8300,ISLAS MALVINAS 1350,,,
SANTA LUCIA,70098010003,SANTA LUCIA,70,SAN JUAN,98,SANTA LUCÍA,10,70,FARMACIA,5411,General Paz Este 2149,,-68.49752426,-31.53997433
SANTA CATALINA DE MAJUFAR,18021020000,CORRIENTES,18,CORRIENTES,21,CAPITAL,20,70,FARMACIA,3400,Avenida teniente Peron 5419,,-56.0207964,-28.0568785
FARMACIA  ACUARIO,66028050000,SALTA,66,SALTA,28,CAPITAL,50,70,FARMACIA,4400,Independencia 599 - Salta,,-65.4108422,-24.80816897
SAGRADO CORAZON,18098010000,MBURUCUYA,18,CORRIENTES,98,MBURUCUYÁ,10,70,FARMACIA,3427,SAN MARTIN 831,,,
SAN MARTIN 2,38021060000,SAN SALVADOR DE JUJUY,38,JUJUY,21,DR. MANUEL BELGRANO,60,70,FARMACIA,4600,San Martín 128,,-65.2951259,-24.186172
SILOE,90084010000,SAN MIGUEL DE TUCUMAN,90,TUCUMÁN,84,CAPITAL,10,70,FARMACIA,4000,CRISÓSTOMO ÁLVAREZ 970,,,
FARMACIA DEL I.C. Y C.C.,2001010002,MONSERRAT,2,CABA,1,COMUNA 1,10,70,FARMACIA,C1093AAS,Avenida Belgrano 1746/68,,-58.390946,-34.614117
FRANCO ALEMANA,2002010001,RECOLETA,2,CABA,2,COMUNA 2,10,70,FARMACIA,C1425BBB,Avenida Pueyrredón 1598 PB,,-58.401767,-34.592569
SAN RAFAEL,18021020000,CORRIENTES,18,CORRIENTES,21,CAPITAL,20,70,FARMACIA,3400,GUTENBERG  2461,,-58.83250956,-27.4859221
GARCIA COCCO IV,14168080000,SANTA CATALINA,14,CÓRDOBA,168,TOTORAL,80,70,FARMACIA,5221,San Juan 788 L.2,,,
ALBERDI (RIO CUARTO),14098230000,RIO CUARTO,14,CÓRDOBA,98,RÍO CUARTO,230,70,FARMACIA,5800,Pasteur 537,,-64.33271798,-33.13032783
FARMACIA DEL HUAICO,66028050000,SALTA,66,SALTA,28,CAPITAL,50,70,FARMACIA,4400,Mza. 518 B Casa 27 Calle 19 - Salta,,-65.421916,-24.726461
MARCELO BONETTO,14021140000,JESUS MARIA,14,CÓRDOBA,21,COLÓN,140,70,FARMACIA,5220,Eusebio Aguero 399,,-64.09044623,-30.97988938
CAMPS,14091250000,VILLA CARLOS PAZ,14,CÓRDOBA,91,PUNILLA,250,70,FARMACIA,5152,Av.uruguay 254,,-64.50074248,-31.41530585
FARMACIA SAN CAYETANO II,66056200000,PROFESOR SALVADOR MAZZA,66,SALTA,56,GRL. JOSÉ DE SAN MARTÍN,200,70,FARMACIA,4568,Avenida San Martin S/N - Profesor Salvador Mazza,,-63.686492,-22.055374
RYAN,14084020000,LA CESIRA,14,CÓRDOBA,84,PRESIDENTE ROQUE SÁENZ PEÑA,20,70,FARMACIA,6101,BOULEVAR ESTE 332 - LA CESIRA - CORDOBA,,-62.9729293,-33.9514257
FARMACIA NAZARETH II,66028050000,SALTA,66,SALTA,28,CAPITAL,50,70,FARMACIA,4400,San Ignacio Mza. 4 Lote 14 - Salta,,-65.386586,-24.831407
MEAURIO,6638040008,PILAR,6,BUENOS AIRES,638,PILAR,40,70,FARMACIA,1629,HERNAN CORTEZ 605,,,
RAGGIO,6791050000,TANDIL,6,BUENOS AIRES,791,TANDIL,50,70,FARMACIA,7000,AV. ALVEAR 147,,,
MAESTRO VIDAL,14014010000,CORDOBA,14,CÓRDOBA,14,CAPITAL,10,70,FARMACIA,5000,MAESTRO VIDAL 1700 - LOS PLATANOS - CORDOBA,,-64.22979986,-31.4284222
FIOLONE,14091250000,VILLA CARLOS PAZ,14,CÓRDOBA,91,PUNILLA,250,70,FARMACIA,5152,AV. CARCANO 227 - V.CARLOS PAZ - CORDOBA,,-64.49542939,-31.42615207
CLINICA DE REHABILITACION ULME,2013010003,NUÑEZ,2,CABA,13,COMUNA 13,10,70,FARMACIA,1429,"NUÑEZ 2683, 0 0",,-58.470072,-34.551275
ARCE FARMACIA,2014010001,PALERMO,2,CABA,14,COMUNA 14,10,70,FARMACIA,1426,"ORTEGA Y GASSET 1892, 0 0",,-58.432882,-34.570852
COSTAMAGNA,14098290000,VICUÑA MACKENNA,14,CÓRDOBA,98,RÍO CUARTO,290,70,FARMACIA,6140,AV. TIERNEY 299,,,
MAROÑAS,6410010001,ITUZAINGO CENTRO,6,BUENOS AIRES,410,ITUZAINGÓ,10,70,FARMACIA,1714,CERRITO 1802,,,
ALFA FARMA S.C.S.,6568010004,MORON,6,BUENOS AIRES,568,MORÓN,10,70,FARMACIA,1744,GRAL.GALAN ESQ. VICTORICA 599,,,
ESPARTILLAR,6700040000,ESPARTILLAR (E),6,BUENOS AIRES,700,SAAVEDRA,40,70,FARMACIA,8171,MARIA GARAY 341,,,
